,level_0,index,userId,movieId,rating,timestampRating,tag,timestampTag,title,genres,titleOnly,year,genreCat,tagSentiment
1820,1948,1948,474,1717,4.0,1046984756,sequel,1138031833,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,Scream 2,1997,222,0.0
1821,1949,1949,474,1717,4.0,1046984756,slasher,1138031824,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,Scream 2,1997,222,0.0
1822,1950,1950,474,1717,4.0,1046984756,spoof,1138031824,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,Scream 2,1997,222,0.0
1823,1951,1951,474,1719,4.0,1139838564,Canada,1139838573,"Sweet Hereafter, The (1997)",Drama,"Sweet Hereafter, The",1997,263,0.0
1824,1952,1952,474,1719,4.0,1139838564,death,1139838573,"Sweet Hereafter, The (1997)",Drama,"Sweet Hereafter, The",1997,263,-0.5994
1825,1953,1953,474,1721,4.0,974668977,shipwreck,1138031879,Titanic (1997),Drama|Romance,Titanic,1997,290,0.0
1826,1954,1954,537,1721,3.0,1424141915,romance,1424141922,Titanic (1997),Drama|Romance,Titanic,1997,290,0.5574
1827,1955,1955,474,1732,3.5,1100119813,Coen Brothers,1138306661,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1828,1956,1956,599,1732,5.0,1498456250,black comedy,1498456261,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.3612
1829,1957,1957,599,1732,5.0,1498456250,bowling,1498456271,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1830,1958,1958,599,1732,5.0,1498456250,classic,1498456304,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1831,1959,1959,599,1732,5.0,1498456250,coen brothers,1498456256,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1832,1960,1960,599,1732,5.0,1498456250,comedy,1498456268,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.3612
1833,1961,1961,599,1732,5.0,1498456250,crime,1498456292,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,-0.5423
1834,1962,1962,599,1732,5.0,1498456250,Cult classic,1498456280,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1835,1963,1963,599,1732,5.0,1498456250,cult film,1498456260,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1836,1964,1964,599,1732,5.0,1498456250,dark comedy,1498456258,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.3612
1837,1965,1965,599,1732,5.0,1498456250,deadpan,1498456303,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1838,1966,1966,599,1732,5.0,1498456250,drugs,1498456286,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1839,1967,1967,599,1732,5.0,1498456250,funny,1498456291,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.4404
1840,1968,1968,599,1732,5.0,1498456250,great dialogue,1498456264,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.6249
1841,1969,1969,599,1732,5.0,1498456250,great soundtrack,1498456283,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.6249
1842,1970,1970,599,1732,5.0,1498456250,Highly quotable,1498456296,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1843,1971,1971,599,1732,5.0,1498456250,imdb top 250,1498456301,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.2023
1844,1972,1972,599,1732,5.0,1498456250,Jeff Bridges,1498456269,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1845,1973,1973,599,1732,5.0,1498456250,John Goodman,1498456278,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1846,1974,1974,599,1732,5.0,1498456250,Julianne Moore,1498456294,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1847,1975,1975,599,1732,5.0,1498456250,kidnapping,1498456299,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1848,1976,1976,599,1732,5.0,1498456250,marijuana,1498456281,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1849,1977,1977,599,1732,5.0,1498456250,Nudity (Full Frontal),1498456288,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1850,1978,1978,599,1732,5.0,1498456250,off-beat comedy,1498456273,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.3612
1851,1979,1979,599,1732,5.0,1498456250,Philip Seymour Hoffman,1498456275,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1852,1980,1980,599,1732,5.0,1498456250,quirky,1498456263,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1853,1981,1981,599,1732,5.0,1498456250,ransom,1498456308,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1854,1982,1982,599,1732,5.0,1498456250,rug,1498456306,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1855,1983,1983,599,1732,5.0,1498456250,sarcasm,1498456285,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,-0.2263
1856,1984,1984,599,1732,5.0,1498456250,satirical,1498456266,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1857,1985,1985,599,1732,5.0,1498456250,Steve Buscemi,1498456276,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,0.0
1858,1986,1986,599,1732,5.0,1498456250,violence,1498456297,"Big Lebowski, The (1998)",Comedy|Crime,"Big Lebowski, The",1998,190,-0.6249
1859,1987,1987,474,1735,2.0,979180015,Charles Dickens,1137374163,Great Expectations (1998),Drama|Romance,Great Expectations,1998,290,0.0
1860,1988,1988,474,1748,4.0,1132173434,amnesia,1138031699,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,Dark City,1998,152,0.0
1861,1989,1989,474,1777,4.5,1081177379,1980s,1137205630,"Wedding Singer, The (1998)",Comedy|Romance,"Wedding Singer, The",1998,229,0.0
1862,1990,1990,474,1797,4.0,1165540018,In Netflix queue,1137201971,Everest (1998),Documentary|IMAX,Everest,1998,260,0.0
1863,1991,1991,474,1810,2.5,1081862512,politics,1137374994,Primary Colors (1998),Comedy|Drama,Primary Colors,1998,205,0.0
1864,1992,1992,474,1834,4.0,1002928499,twist ending,1138031861,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,"Spanish Prisoner, The",1997,244,0.0
1865,1994,1994,474,1902,4.0,1015352994,generation X,1138031706,Dream for an Insomniac (1996),Drama|Romance,Dream for an Insomniac,1996,290,0.0
1866,1995,1995,474,1909,4.5,1081177337,conspiracy,1137205667,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,"X-Files: Fight the Future, The",1998,70,-0.5267
1867,1996,1996,474,1912,4.0,974667301,heist,1138031795,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,Out of Sight,1998,195,0.0
1868,1997,1997,474,1913,4.0,1103119116,Australia,1137191654,Picnic at Hanging Rock (1975),Drama|Mystery,Picnic at Hanging Rock,1975,286,0.0
1869,1998,1998,474,1917,1.5,1053021886,space,1137373862,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,Armageddon,1998,88,0.0
1870,1999,1999,474,1931,4.0,1098710014,ships,1138031771,Mutiny on the Bounty (1935),Adventure|Drama,Mutiny on the Bounty,1935,140,0.0
1871,2000,2000,474,1938,4.0,1106231062,alcoholism,1137766211,"Lost Weekend, The (1945)",Drama,"Lost Weekend, The",1945,263,0.0
1872,2001,2001,474,1940,4.0,1100119605,anti-Semitism,1137368219,Gentleman's Agreement (1947),Drama,Gentleman's Agreement,1947,263,0.0
1873,2002,2002,474,1940,4.0,1100119605,Judaism,1137368219,Gentleman's Agreement (1947),Drama,Gentleman's Agreement,1947,263,0.0
1874,2003,2003,474,1942,3.5,1165539986,Huey Long,1137201047,All the King's Men (1949),Drama,All the King's Men,1949,263,0.0
1875,2004,2004,474,1942,3.5,1165539986,In Netflix queue,1137201047,All the King's Men (1949),Drama,All the King's Men,1949,263,0.0
1876,2005,2005,474,1942,3.5,1165539986,Robert Penn Warren,1137201047,All the King's Men (1949),Drama,All the King's Men,1949,263,0.0
1877,2006,2006,474,1945,4.0,1100119625,boxing,1137191644,On the Waterfront (1954),Crime|Drama,On the Waterfront,1954,235,0.0
1878,2007,2007,474,1945,4.0,1100119625,coulda been a contender,1137191644,On the Waterfront (1954),Crime|Drama,On the Waterfront,1954,235,0.128
1879,2008,2008,474,1947,5.0,983032675,Gangs,1137202674,West Side Story (1961),Drama|Musical|Romance,West Side Story,1961,285,0.0
1880,2009,2009,474,1950,3.5,1137520939,racism,1137520942,In the Heat of the Night (1967),Drama|Mystery,In the Heat of the Night,1967,286,-0.6249
1881,2010,2010,474,1951,4.0,1100008865,Dickens,1137191634,Oliver! (1968),Drama|Musical,Oliver!,1968,284,0.0
1882,2011,2011,474,1952,4.0,1085403482,prostitution,1138031755,Midnight Cowboy (1969),Drama,Midnight Cowboy,1969,263,0.0
1883,2012,2012,474,1953,4.0,1123258161,drugs,1137368199,"French Connection, The (1971)",Action|Crime|Thriller,"French Connection, The",1971,72,0.0
1884,2013,2013,474,1953,4.0,1123258161,police,1137368199,"French Connection, The (1971)",Action|Crime|Thriller,"French Connection, The",1971,72,0.0
1885,2014,2014,474,1954,4.0,983033369,boxing,1137191671,Rocky (1976),Drama,Rocky,1976,263,0.0
1886,2015,2015,474,1954,4.0,983033369,sports,1137191671,Rocky (1976),Drama,Rocky,1976,263,0.0
1887,2016,2016,474,1955,4.5,1081177360,divorce,1137181397,Kramer vs. Kramer (1979),Drama,Kramer vs. Kramer,1979,263,0.0
1888,2017,2017,474,1957,5.0,988926325,Olympics,1137181069,Chariots of Fire (1981),Drama,Chariots of Fire,1981,263,0.0
1889,2018,2018,474,1957,5.0,988926325,sports,1137181069,Chariots of Fire (1981),Drama,Chariots of Fire,1981,263,0.0
1890,2019,2019,474,1959,4.0,1105465745,adultery,1138031923,Out of Africa (1985),Drama|Romance,Out of Africa,1985,290,0.0
1891,2020,2020,474,1959,4.0,1105465745,Africa,1138031923,Out of Africa (1985),Drama|Romance,Out of Africa,1985,290,0.0
1892,2021,2021,474,1960,4.0,1089386143,China,1137368246,"Last Emperor, The (1987)",Drama,"Last Emperor, The",1987,263,0.0
1893,2022,2022,474,1961,4.0,1047054374,autism,1137191663,Rain Man (1988),Drama,Rain Man,1988,263,0.0
1894,2023,2023,474,1962,4.0,1002928215,rasicm,1137368186,Driving Miss Daisy (1989),Drama,Driving Miss Daisy,1989,263,0.0
1895,2024,2024,474,1975,2.0,1046984882,Jason,1137374129,Friday the 13th Part 2 (1981),Horror,Friday the 13th Part 2,1981,309,0.0
1896,2025,2025,474,1976,0.5,1056041417,Jason,1137373611,Friday the 13th Part 3: 3D (1982),Horror,Friday the 13th Part 3: 3D,1982,309,0.0
1897,2026,2026,474,1977,1.5,1056041409,Jason,1137373908,Friday the 13th Part IV: The Final Chapter (1984),Horror,Friday the 13th Part IV: The Final Chapter,1984,309,0.0
1898,2027,2027,474,1983,2.0,1002757205,halloween,1137374175,Halloween II (1981),Horror,Halloween II,1981,309,0.0
1899,2028,2028,474,1984,2.0,1046984897,halloween,1137374180,Halloween III: Season of the Witch (1982),Horror,Halloween III: Season of the Witch,1982,309,0.0
1900,2029,2029,474,1994,4.0,1136251475,ghosts,1138031804,Poltergeist (1982),Horror|Thriller,Poltergeist,1982,314,0.0
1901,2030,2030,474,1995,2.0,1046984846,ghosts,1137374228,Poltergeist II: The Other Side (1986),Horror|Thriller,Poltergeist II: The Other Side,1986,314,0.0
1902,2031,2031,474,1996,1.0,1046984897,ghosts,1137373825,Poltergeist III (1988),Horror|Thriller,Poltergeist III,1988,314,0.0
1903,2032,2032,474,1997,4.0,975173679,demons,1137368191,"Exorcist, The (1973)",Horror|Mystery,"Exorcist, The",1973,310,0.0
1904,2033,2033,474,2006,4.0,974667415,California,1138031745,"Mask of Zorro, The (1998)",Action|Comedy|Romance,"Mask of Zorro, The",1998,56,0.0
1905,2034,2034,474,2006,4.0,974667415,Mexico,1138031745,"Mask of Zorro, The (1998)",Action|Comedy|Romance,"Mask of Zorro, The",1998,56,0.0
1906,2035,2035,474,2011,2.0,1014924563,time travel,1137374084,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Back to the Future Part II,1989,136,0.0
1907,2037,2037,474,2020,4.0,1002928592,adultery,1137368176,Dangerous Liaisons (1988),Drama|Romance,Dangerous Liaisons,1988,290,0.0
1908,2038,2038,474,2022,4.0,1143683448,Bible,1137202075,"Last Temptation of Christ, The (1988)",Drama,"Last Temptation of Christ, The",1988,263,0.0
1909,2039,2039,474,2022,4.0,1143683448,Katzanzakis,1143683469,"Last Temptation of Christ, The (1988)",Drama,"Last Temptation of Christ, The",1988,263,0.0
1910,2040,2040,474,2028,3.0,974667301,World War II,1137180952,Saving Private Ryan (1998),Action|Drama|War,Saving Private Ryan,1998,79,-0.5994
1911,2041,2041,474,2054,4.0,1046886480,Disney,1138032013,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,"Honey, I Shrunk the Kids",1989,119,0.0
1912,2042,2042,474,2058,4.0,1100291838,police,1138032116,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,"Negotiator, The",1998,63,0.0
1913,2043,2043,474,2059,2.0,1014924460,twins,1137374214,"Parent Trap, The (1998)",Children|Comedy|Romance,"Parent Trap, The",1998,183,0.0
1914,2044,2044,474,2064,4.0,1077546599,General Motors,1138032156,Roger & Me (1989),Documentary,Roger & Me,1989,259,0.0
1915,2045,2045,474,2064,4.0,1077546599,Michigan,1138032156,Roger & Me (1989),Documentary,Roger & Me,1989,259,0.0
1916,2046,2046,474,2066,4.0,1137521317,memory,1138032133,Out of the Past (1947),Film-Noir,Out of the Past,1947,305,0.0
1917,2047,2047,474,2070,4.0,1113829296,music,1137191821,Tender Mercies (1983),Drama|Romance|Western,Tender Mercies,1983,294,0.0
1918,2048,2048,474,2076,4.0,1137418822,sexuality,1137418851,Blue Velvet (1986),Drama|Mystery|Thriller,Blue Velvet,1986,289,0.0
1919,2049,2049,474,2076,4.0,1137418822,suburbia,1137418851,Blue Velvet (1986),Drama|Mystery|Thriller,Blue Velvet,1986,289,0.0
1920,2050,2050,474,2078,4.0,983032723,Disney,1138032023,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,"Jungle Book, The",1967,159,0.0
1921,2051,2051,474,2080,4.0,978575802,Disney,1138032086,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,Lady and the Tramp,1955,160,0.0
1922,2053,2053,474,2097,3.5,1138559440,carnival,1138559451,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Something Wicked This Way Comes,1983,186,0.0
1923,2054,2054,474,2097,3.5,1138559440,Ray Bradbury,1138559451,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,Something Wicked This Way Comes,1983,186,0.0
1924,2055,2055,474,2100,4.0,1100291843,mermaid,1137191808,Splash (1984),Comedy|Fantasy|Romance,Splash,1984,219,0.0
1925,2056,2056,474,2108,4.0,974668805,weather forecaster,1138032081,L.A. Story (1991),Comedy|Romance,L.A. Story,1991,229,0.0
1926,2057,2057,474,2114,4.0,1046978958,S.E. Hinton,1137191789,"Outsiders, The (1983)",Drama,"Outsiders, The",1983,263,0.0
1927,2058,2058,474,2115,2.0,1087832889,archaeology,1137784519,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,Indiana Jones and the Temple of Doom,1984,26,0.0
1928,2059,2059,474,2116,2.0,1014924446,Tolkein,1137374427,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,"Lord of the Rings, The",1978,109,0.0
1929,2060,2060,474,2118,4.0,1060606649,Stephen King,1137191728,"Dead Zone, The (1983)",Thriller,"Dead Zone, The",1983,329,0.0
1930,2061,2061,474,2121,2.0,1046984787,Stephen King,1137374355,Cujo (1983),Horror|Thriller,Cujo,1983,314,0.0
1931,2062,2062,474,2122,1.0,988580034,Stephen King,1137373696,Children of the Corn (1984),Horror|Thriller,Children of the Corn,1984,314,0.0
1932,2063,2063,474,2139,4.0,1137521182,mice,1137521184,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,"Secret of NIMH, The",1982,105,0.0
1933,2064,2064,474,2145,4.0,978576312,1980s,1138032148,Pretty in Pink (1986),Comedy|Drama|Romance,Pretty in Pink,1986,213,0.0
1934,2065,2065,474,2145,4.0,978576312,high school,1138032148,Pretty in Pink (1986),Comedy|Drama|Romance,Pretty in Pink,1986,213,0.0
1935,2066,2066,474,2167,2.0,974667447,vampires,1137374320,Blade (1998),Action|Horror|Thriller,Blade,1998,84,0.0
1936,2067,2067,474,2171,5.0,974668805,aquarium,1137202573,Next Stop Wonderland (1998),Comedy|Drama|Romance,Next Stop Wonderland,1998,213,0.0
1937,2068,2068,474,2171,5.0,974668805,Boston,1137202573,Next Stop Wonderland (1998),Comedy|Drama|Romance,Next Stop Wonderland,1998,213,0.0
1938,2069,2069,474,2171,5.0,974668805,personals ads,1137202573,Next Stop Wonderland (1998),Comedy|Drama|Romance,Next Stop Wonderland,1998,213,0.0
1939,2070,2070,474,2186,4.5,1087831510,murder,1137205604,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,Strangers on a Train,1951,239,-0.6908
1940,2071,2071,474,2187,3.5,1140467418,theater,1140467428,Stage Fright (1950),Mystery|Romance|Thriller,Stage Fright,1950,319,0.0
1941,2072,2072,474,2194,4.0,1135958420,Capone,1138032218,"Untouchables, The (1987)",Action|Crime|Drama,"Untouchables, The",1987,59,0.0
1942,2073,2073,474,2194,4.0,1135958420,gangsters,1138032218,"Untouchables, The (1987)",Action|Crime|Drama,"Untouchables, The",1987,59,0.0
1943,2074,2074,474,2202,4.5,1053020913,survival,1137205513,Lifeboat (1944),Drama|War,Lifeboat,1944,300,0.0
1944,2075,2075,474,2203,4.0,1083073394,small towns,1138032173,Shadow of a Doubt (1943),Crime|Drama|Thriller,Shadow of a Doubt,1943,247,0.0
1945,2076,2076,474,2206,4.5,1100119901,paranoia,1137205610,Suspicion (1941),Film-Noir|Mystery|Thriller,Suspicion,1941,307,-0.25
1946,2077,2077,474,2208,4.0,1053020865,train,1137271242,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,"Lady Vanishes, The",1938,289,0.0
1947,2078,2078,474,2243,4.5,1096640078,journalism,1137205380,Broadcast News (1987),Comedy|Drama|Romance,Broadcast News,1987,213,0.0
1948,2079,2079,474,2247,2.0,1046887273,Mafia,1137374432,Married to the Mob (1988),Comedy,Married to the Mob,1988,189,0.0
1949,2080,2080,474,2248,5.0,983034022,In Your Eyes,1137202613,Say Anything... (1989),Comedy|Drama|Romance,Say Anything...,1989,213,0.0
1950,2081,2081,474,2248,5.0,983034022,Lloyd Dobbler,1137202613,Say Anything... (1989),Comedy|Drama|Romance,Say Anything...,1989,213,0.0
1951,2082,2082,474,2249,2.0,1046887584,Mafia,1137374445,My Blue Heaven (1990),Comedy,My Blue Heaven,1990,189,0.0
1952,2083,2083,474,2268,4.0,1100291814,court,1137191761,"Few Good Men, A (1992)",Crime|Drama|Thriller,"Few Good Men, A",1992,247,0.0
1953,2084,2084,474,2268,4.0,1100291814,military,1137191761,"Few Good Men, A (1992)",Crime|Drama|Thriller,"Few Good Men, A",1992,247,0.0
1954,2085,2085,474,2291,4.5,1100291512,freaks,1137205437,Edward Scissorhands (1990),Drama|Fantasy|Romance,Edward Scissorhands,1990,270,-0.1027
1955,2086,2086,474,2295,5.0,975173593,Screwball,1137202461,"Impostors, The (1998)",Comedy,"Impostors, The",1998,189,-0.0516
1956,2087,2087,474,2300,4.5,1053021139,Broadway,1137205562,"Producers, The (1968)",Comedy,"Producers, The",1968,189,0.0
1957,2088,2088,474,2302,2.0,978576252,court,1137374439,My Cousin Vinny (1992),Comedy,My Cousin Vinny,1992,189,0.0
1958,2089,2089,474,2310,4.0,979180139,adolescence,1138032095,"Mighty, The (1998)",Drama,"Mighty, The",1998,263,0.0
1959,2090,2090,474,2312,2.5,1053021554,death penalty,1137374919,Children of a Lesser God (1986),Drama,Children of a Lesser God,1986,263,-0.7845
1960,2091,2091,474,2313,4.5,1120355710,freaks,1137205442,"Elephant Man, The (1980)",Drama,"Elephant Man, The",1980,263,-0.1027
1961,2100,2100,474,2334,4.0,974667676,terrorism,1138032178,"Siege, The (1998)",Action|Thriller,"Siege, The",1998,94,-0.6808
1962,2101,2101,474,2335,2.0,1046888115,football,1137374560,"Waterboy, The (1998)",Comedy,"Waterboy, The",1998,189,0.0
1963,2102,2102,474,2336,4.0,1081177394,England,1137191737,Elizabeth (1998),Drama,Elizabeth,1998,263,0.0
1964,2103,2103,474,2355,4.0,979180216,Pixar,1137191711,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,"Bug's Life, A",1998,97,0.0
1965,2105,2105,474,2390,3.5,1181348052,In Netflix queue,1137202019,Little Voice (1998),Comedy,Little Voice,1998,189,0.0
1966,2106,2106,474,2391,4.0,1063115362,heist,1138032185,"Simple Plan, A (1998)",Crime|Drama|Thriller,"Simple Plan, A",1998,247,0.0
1967,2107,2107,474,2394,5.0,1087831505,Bible,1137191285,"Prince of Egypt, The (1998)",Animation|Musical,"Prince of Egypt, The",1998,177,0.0
1968,2108,2108,474,2394,5.0,1087831505,Moses,1137202582,"Prince of Egypt, The (1998)",Animation|Musical,"Prince of Egypt, The",1998,177,0.0
1969,2109,2109,474,2396,4.0,974668617,England,1137191800,Shakespeare in Love (1998),Comedy|Drama|Romance,Shakespeare in Love,1998,213,0.0
1970,2110,2110,474,2410,2.0,994819132,boxing,1137374485,Rocky III (1982),Action|Drama,Rocky III,1982,73,0.0
1971,2111,2111,474,2411,1.0,994819201,boxing,1137373840,Rocky IV (1985),Action|Drama,Rocky IV,1985,73,0.0
1972,2112,2112,474,2412,1.5,1060106582,boxing,1137373964,Rocky V (1990),Action|Drama,Rocky V,1990,73,0.0
1973,2113,2113,474,2420,4.0,1004131774,martial arts,1138032051,"Karate Kid, The (1984)",Drama,"Karate Kid, The",1984,263,0.0
1974,2114,2114,474,2421,2.0,1002757147,martial arts,1137374406,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,"Karate Kid, Part II, The",1986,18,0.0
1975,2115,2115,474,2422,2.0,1046881396,martial arts,1137374411,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,"Karate Kid, Part III, The",1989,7,0.0
1976,2117,2117,474,2424,5.0,974669217,e-mail,1137202717,You've Got Mail (1998),Comedy|Romance,You've Got Mail,1998,229,0.0
1977,2118,2118,474,2424,5.0,974669217,remake,1137202717,You've Got Mail (1998),Comedy|Romance,You've Got Mail,1998,229,0.0
1978,2119,2119,474,2431,1.0,1002757147,doctors,1137373812,Patch Adams (1998),Comedy|Drama,Patch Adams,1998,205,0.0
1979,2120,2120,474,2442,4.0,1165540037,In Netflix queue,1137201903,Hilary and Jackie (1998),Drama,Hilary and Jackie,1998,263,0.0
1980,2121,2121,474,2463,2.0,978576130,kidnapping,1137374497,Ruthless People (1986),Comedy,Ruthless People,1986,189,0.0
1981,2123,2123,474,2470,2.0,1002757072,Australia,1137374348,Crocodile Dundee (1986),Adventure|Comedy,Crocodile Dundee,1986,126,0.0
1982,2124,2124,474,2471,1.0,1002757177,Australia,1137373731,Crocodile Dundee II (1988),Action|Adventure|Comedy,Crocodile Dundee II,1988,9,0.0
1983,2125,2125,474,2491,2.0,1046887780,food,1137374514,Simply Irresistible (1999),Comedy|Romance,Simply Irresistible,1999,229,0.0
1984,2126,2126,474,2494,4.0,1137179411,Holocaust,1137179426,"Last Days, The (1998)",Documentary,"Last Days, The",1998,259,0.0
1985,2127,2127,474,2494,4.0,1137179411,Hungary,1137179426,"Last Days, The (1998)",Documentary,"Last Days, The",1998,259,0.0
1986,2128,2128,474,2502,4.0,1046875430,stapler,1138032123,Office Space (1999),Comedy|Crime,Office Space,1999,190,0.0
1987,2129,2129,474,2502,4.0,1046875430,workplace,1138032129,Office Space (1999),Comedy|Crime,Office Space,1999,190,0.0
1988,2130,2130,474,2506,2.0,1046887869,disability,1137374460,"Other Sister, The (1999)",Comedy|Drama|Romance,"Other Sister, The",1999,213,0.0
1989,2131,2131,474,2517,1.0,1089387529,Stephen King,1137373705,Christine (1983),Horror,Christine,1983,309,0.0
1990,2132,2132,474,2529,4.0,1051017513,twist ending,1138032140,Planet of the Apes (1968),Action|Drama|Sci-Fi,Planet of the Apes,1968,76,0.0
1991,2133,2133,474,2550,4.0,1046979004,ghosts,1138032008,"Haunting, The (1963)",Horror|Thriller,"Haunting, The",1963,314,0.0
1992,2134,2134,474,2553,3.5,1069682754,evil children,1138038893,Village of the Damned (1960),Horror|Sci-Fi|Thriller,Village of the Damned,1960,313,-0.6597
1993,2135,2135,474,2554,3.5,1100292516,evil children,1138038892,Children of the Damned (1963),Horror|Sci-Fi|Thriller,Children of the Damned,1963,313,-0.6597
1994,2136,2136,474,2565,5.0,983032381,Siam,1137191238,"King and I, The (1956)",Drama|Musical|Romance,"King and I, The",1956,285,0.0
1995,2137,2137,474,2572,2.5,1087832512,Shakespeare sort of,1137374893,10 Things I Hate About You (1999),Comedy|Romance,10 Things I Hate About You,1999,229,0.0
1996,2138,2138,474,2581,4.0,1046887440,high school,1138032122,Never Been Kissed (1999),Comedy|Romance,Never Been Kissed,1999,229,0.0
1997,2139,2139,474,2583,4.0,1081177421,southern US,1138031988,Cookie's Fortune (1999),Comedy|Drama,Cookie's Fortune,1999,205,0.0
1998,2140,2140,474,2598,2.0,1046887607,golfing,1137374470,Pushing Tin (1999),Comedy,Pushing Tin,1999,189,0.0
1999,2141,2141,474,2600,4.0,1049892884,virtual reality,1138031996,eXistenZ (1999),Action|Sci-Fi|Thriller,eXistenZ,1999,93,0.0
2000,2142,2142,474,2612,4.0,1089386149,motherhood,1138032112,Mildred Pierce (1945),Drama|Film-Noir,Mildred Pierce,1945,272,0.0
2001,2143,2143,474,2628,4.0,974667509,prequel,1138032197,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Star Wars: Episode I - The Phantom Menace,1999,35,0.0
2002,2144,2144,474,2628,4.0,974667509,the Force,1138032197,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Star Wars: Episode I - The Phantom Menace,1999,35,0.0
2003,2145,2145,474,2640,4.0,983033492,superhero,1138032200,Superman (1978),Action|Adventure|Sci-Fi,Superman,1978,35,0.0
2004,2146,2146,474,2641,4.0,994819094,superhero,1138032201,Superman II (1980),Action|Sci-Fi,Superman II,1980,91,0.0
2005,2147,2147,474,2642,1.5,1053021706,superhero,1137373986,Superman III (1983),Action|Adventure|Sci-Fi,Superman III,1983,35,0.0
2006,2148,2148,474,2648,3.5,1189991079,In Netflix queue,1137200966,Frankenstein (1931),Drama|Horror|Sci-Fi,Frankenstein,1931,282,0.0
2007,2149,2149,474,2660,3.5,1137521191,aliens,1137521194,"Thing from Another World, The (1951)",Horror|Sci-Fi,"Thing from Another World, The",1951,312,0.0
